VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,01/01/2019 12:52:47 AM,01/01/2019 12:59:52 AM,1,1.9,1,N,238,237,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
1,01/01/2019 12:24:43 AM,01/01/2019 12:37:30 AM,1,1.3,1,N,162,107,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,
1,01/01/2019 12:47:22 AM,01/01/2019 12:55:16 AM,1,0.8,1,N,107,79,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,
1,01/01/2019 12:59:36 AM,01/01/2019 01:28:32 AM,1,3.8,1,N,113,142,1,19.5,0.5,0.5,4.15,0.0,0.3,24.95,
1,01/01/2019 12:18:04 AM,01/01/2019 12:25:32 AM,1,1.3,1,N,161,137,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
1,01/01/2019 12:40:33 AM,01/01/2019 12:44:25 AM,2,0.4,1,N,164,170,4,4.5,0.5,0.5,0.0,0.0,0.3,5.8,
1,01/01/2019 12:59:13 AM,01/01/2019 01:01:44 AM,6,0.5,1,N,161,161,3,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
1,01/01/2019 12:10:40 AM,01/01/2019 12:27:11 AM,2,4.3,1,N,229,223,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
2,01/01/2019 12:25:03 AM,01/01/2019 01:02:07 AM,6,3.58,1,N,211,48,2,23.0,0.5,0.5,0.0,0.0,0.3,24.3,
1,01/01/2019 12:26:54 AM,01/01/2019 12:49:47 AM,2,2.1,1,N,158,107,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,
2,01/01/2019 12:18:00 AM,01/01/2019 12:26:10 AM,1,1.11,1,N,13,231,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
2,01/01/2019 12:33:25 AM,01/01/2019 01:07:18 AM,1,5.63,1,N,113,238,1,24.0,0.5,0.5,5.06,0.0,0.3,30.36,
1,01/01/2019 12:11:00 AM,01/01/2019 12:15:28 AM,1,0.8,1,N,79,79,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
1,01/01/2019 12:17:57 AM,01/01/2019 12:27:43 AM,1,3.7,1,N,107,87,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15,
1,01/01/2019 12:35:11 AM,01/01/2019 12:58:40 AM,1,5.4,1,N,261,142,1,20.5,0.5,0.5,5.45,0.0,0.3,27.25,
1,01/01/2019 12:12:48 AM,01/01/2019 12:23:48 AM,1,1.8,1,N,211,232,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
1,01/01/2019 12:31:53 AM,01/01/2019 12:47:26 AM,1,2.1,1,N,79,164,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35,
1,01/01/2019 12:54:38 AM,01/01/2019 01:01:13 AM,1,1.0,1,N,107,170,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,
1,01/01/2019 12:00:58 AM,01/01/2019 12:06:38 AM,1,0.8,1,N,148,79,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
1,01/01/2019 12:14:58 AM,01/01/2019 12:24:33 AM,1,2.7,1,N,4,87,1,11.0,0.5,0.5,1.0,0.0,0.3,13.3,
1,01/01/2019 12:31:12 AM,01/01/2019 12:38:08 AM,1,0.7,1,Y,148,148,1,6.0,0.5,0.5,1.8,0.0,0.3,9.1,
1,01/01/2019 12:43:21 AM,01/01/2019 12:50:49 AM,1,1.1,1,N,79,231,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3,
1,01/01/2019 12:54:14 AM,01/01/2019 01:02:32 AM,1,1.5,1,N,231,158,1,7.5,0.5,0.5,1.0,0.0,0.3,9.8,
1,01/01/2019 12:16:34 AM,01/01/2019 12:24:45 AM,2,1.2,1,N,142,237,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
1,01/01/2019 12:29:04 AM,01/01/2019 12:36:33 AM,2,1.9,1,N,237,262,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
1,01/01/2019 12:41:00 AM,01/01/2019 12:59:50 AM,1,5.8,1,N,236,244,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3,
2,01/01/2019 12:20:53 AM,01/01/2019 12:40:21 AM,2,5.7,1,N,164,255,2,19.5,0.5,0.5,0.0,5.76,0.3,26.56,
2,01/01/2019 12:06:30 AM,01/01/2019 12:08:31 AM,1,0.46,1,N,239,239,1,4.0,0.5,0.5,1.59,0.0,0.3,6.89,
2,01/01/2019 12:09:35 AM,01/01/2019 12:17:05 AM,1,1.72,1,N,239,236,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
2,01/01/2019 12:18:42 AM,01/01/2019 12:24:38 AM,1,1.6,1,N,236,239,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
2,01/01/2019 12:30:01 AM,01/01/2019 12:33:50 AM,1,0.69,1,N,143,239,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
2,01/01/2019 12:36:35 AM,01/01/2019 12:44:19 AM,1,1.4,1,N,239,151,1,8.0,0.5,0.5,2.32,0.0,0.3,11.62,
2,01/01/2019 12:40:14 AM,01/01/2019 12:46:07 AM,1,1.18,1,N,238,143,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
2,01/01/2019 12:51:42 AM,01/01/2019 01:04:48 AM,1,3.35,1,N,143,41,1,12.0,0.5,0.5,2.66,0.0,0.3,17.91,
2,01/01/2019 12:41:15 AM,01/01/2019 01:06:41 AM,6,4.82,1,N,97,35,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,
2,01/01/2019 12:10:12 AM,01/01/2019 12:35:46 AM,1,2.85,1,N,231,170,1,16.0,0.5,0.5,3.46,0.0,0.3,20.76,
2,01/01/2019 12:36:48 AM,01/01/2019 01:03:11 AM,1,19.16,2,N,132,236,2,52.0,0.0,0.5,0.0,5.76,0.3,58.56,
1,01/01/2019 12:08:05 AM,01/01/2019 12:45:18 AM,1,3.0,1,N,237,90,1,22.5,0.5,0.5,4.75,0.0,0.3,28.55,
1,01/01/2019 12:56:31 AM,01/01/2019 01:14:57 AM,2,3.8,1,N,107,263,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,
2,01/01/2019 12:55:06 AM,01/01/2019 01:18:42 AM,1,10.15,1,N,164,257,1,29.5,0.5,0.5,7.31,5.76,0.3,43.87,
2,01/01/2019 12:39:17 AM,01/01/2019 12:50:17 AM,2,1.05,1,N,234,68,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
2,01/01/2019 12:51:38 AM,01/01/2019 01:16:02 AM,2,4.04,1,N,68,236,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16,
1,01/01/2019 12:19:37 AM,01/01/2019 12:36:51 AM,2,2.1,1,N,144,170,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,
1,01/01/2019 12:36:49 AM,01/01/2019 12:51:27 AM,1,3.0,1,N,125,246,1,12.5,0.5,0.5,4.1,0.0,0.3,17.9,
1,01/01/2019 12:57:48 AM,01/01/2019 01:08:17 AM,1,1.2,1,N,246,234,3,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
2,01/01/2019 12:50:38 AM,01/01/2019 01:21:07 AM,1,3.11,1,N,43,246,1,19.0,0.5,0.5,4.06,0.0,0.3,24.36,
1,01/01/2019 12:04:54 AM,01/01/2019 12:06:37 AM,2,0.5,1,N,263,141,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,
1,01/01/2019 12:12:29 AM,01/01/2019 12:14:25 AM,2,0.5,1,N,236,236,1,4.0,0.5,0.5,1.55,0.0,0.3,6.85,
1,01/01/2019 12:16:52 AM,01/01/2019 12:20:05 AM,2,0.5,1,N,236,75,1,4.0,0.5,0.5,1.55,0.0,0.3,6.85,
1,01/01/2019 12:21:05 AM,01/01/2019 12:28:23 AM,2,1.5,1,N,75,151,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
1,01/01/2019 12:31:32 AM,01/01/2019 12:51:39 AM,1,3.8,1,N,238,162,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
1,01/01/2019 12:58:16 AM,01/01/2019 01:18:30 AM,3,2.3,1,N,164,79,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,
2,01/01/2019 12:15:18 AM,01/01/2019 12:21:03 AM,1,1.14,1,N,239,48,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,
2,01/01/2019 12:28:41 AM,01/01/2019 12:47:26 AM,2,3.33,1,N,239,170,1,14.5,0.5,0.5,3.95,0.0,0.3,19.75,
2,01/01/2019 12:57:22 AM,01/01/2019 01:01:23 AM,1,0.87,1,N,161,237,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
2,01/01/2019 12:08:22 AM,01/01/2019 12:41:06 AM,5,4.0,1,N,148,234,1,22.5,0.5,0.5,3.57,0.0,0.3,27.37,
2,01/01/2019 12:52:47 AM,01/01/2019 01:07:00 AM,5,1.74,1,N,79,186,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
1,01/01/2019 12:35:21 AM,01/01/2019 01:00:39 AM,1,3.6,1,N,236,234,1,18.0,0.5,0.5,4.8,0.0,0.3,24.1,
1,01/01/2019 12:00:50 AM,01/01/2019 12:31:48 AM,0,18.0,2,N,132,140,1,52.0,0.0,0.5,7.0,0.0,0.3,59.8,
1,01/01/2019 12:38:32 AM,01/01/2019 01:09:51 AM,0,8.9,1,N,229,37,1,29.5,0.5,0.5,7.7,0.0,0.3,38.5,
1,01/01/2019 12:28:56 AM,01/01/2019 12:37:48 AM,1,1.8,1,N,142,238,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,
1,01/01/2019 12:40:14 AM,01/01/2019 12:46:06 AM,2,1.3,1,N,238,237,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
1,01/01/2019 12:47:47 AM,01/01/2019 12:56:40 AM,1,2.1,1,N,237,170,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,
1,01/01/2019 12:59:57 AM,01/01/2019 01:07:06 AM,4,0.9,1,N,170,164,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,
2,01/01/2019 12:14:15 AM,01/01/2019 12:37:21 AM,1,2.58,1,N,141,186,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,
2,01/01/2019 12:38:00 AM,01/01/2019 12:43:44 AM,1,0.81,1,N,186,164,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
2,01/01/2019 12:44:09 AM,01/01/2019 01:00:57 AM,1,1.47,1,N,234,137,1,11.5,0.5,0.5,0.0,0.0,0.3,12.8,
1,01/01/2019 12:33:44 AM,01/01/2019 12:50:27 AM,1,1.4,1,N,113,246,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,
1,01/01/2019 12:52:14 AM,01/01/2019 12:55:20 AM,1,0.7,1,N,246,68,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,
1,01/01/2019 12:56:08 AM,01/01/2019 01:07:16 AM,1,0.9,1,N,68,48,1,8.5,0.5,0.5,2.0,0.0,0.3,11.8,
2,01/01/2019 12:31:56 AM,01/01/2019 12:57:45 AM,1,11.98,1,N,132,82,2,34.5,0.5,0.5,0.0,0.0,0.3,35.8,
2,01/01/2019 12:43:55 AM,01/01/2019 12:51:20 AM,1,1.1,1,N,145,146,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
2,01/01/2019 12:10:51 AM,01/01/2019 12:16:50 AM,1,0.66,1,N,48,50,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
2,01/01/2019 12:35:59 AM,01/01/2019 12:43:37 AM,1,0.94,1,N,68,234,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
2,01/01/2019 12:50:25 AM,01/01/2019 01:16:06 AM,1,4.3,1,N,113,263,1,18.0,0.5,0.5,3.0,0.0,0.3,22.3,
1,01/01/2019 12:26:16 AM,01/01/2019 12:44:25 AM,1,4.4,1,N,163,74,1,15.5,0.5,0.5,1.0,0.0,0.3,17.8,
1,01/01/2019 12:48:48 AM,01/01/2019 01:05:50 AM,1,5.0,1,N,74,50,1,17.5,0.5,0.5,4.7,0.0,0.3,23.5,
1,01/01/2019 12:32:36 AM,01/01/2019 12:37:43 AM,1,0.7,1,Y,239,142,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
1,01/01/2019 12:14:01 AM,01/01/2019 12:18:45 AM,1,1.8,1,N,162,263,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,
1,01/01/2019 12:20:27 AM,01/01/2019 12:21:59 AM,2,0.5,1,N,263,141,1,3.5,0.5,0.5,0.95,0.0,0.3,5.75,
1,01/01/2019 12:44:17 AM,01/01/2019 01:15:16 AM,2,5.9,1,N,107,181,1,24.0,0.5,0.5,5.05,0.0,0.3,30.35,
1,01/01/2019 12:11:11 AM,01/01/2019 12:17:53 AM,1,2.0,1,N,236,233,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
1,01/01/2019 12:22:09 AM,01/01/2019 12:29:30 AM,1,1.4,1,N,229,237,1,7.5,0.5,0.5,1.2,0.0,0.3,10.0,
1,01/01/2019 12:34:12 AM,01/01/2019 12:46:11 AM,1,2.4,1,N,262,142,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75,
1,01/01/2019 12:51:03 AM,01/01/2019 01:11:37 AM,1,3.8,1,N,239,234,1,16.0,0.5,0.5,3.7,0.0,0.3,21.0,
1,01/01/2019 12:57:47 AM,01/01/2019 01:12:37 AM,1,2.4,1,N,162,107,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35,
1,01/01/2019 12:12:40 AM,01/01/2019 12:21:48 AM,1,1.0,1,N,137,186,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
1,01/01/2019 12:44:44 AM,01/01/2019 12:59:49 AM,1,1.8,1,N,162,186,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
2,01/01/2019 12:16:49 AM,01/01/2019 12:43:20 AM,1,3.48,1,N,163,79,1,17.0,0.5,0.5,1.0,0.0,0.3,19.3,
2,01/01/2019 12:47:57 AM,01/01/2019 12:59:40 AM,1,1.5,1,N,79,125,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,
2,01/01/2019 12:27:06 AM,01/01/2019 12:51:51 AM,1,9.33,1,N,68,138,2,28.5,0.5,0.5,0.0,5.76,0.3,35.56,
1,01/01/2019 12:13:30 AM,01/01/2019 12:23:08 AM,2,2.0,1,N,211,261,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
1,01/01/2019 12:37:32 AM,01/01/2019 01:06:59 AM,1,4.5,1,N,144,161,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,
1,01/01/2019 12:08:36 AM,01/01/2019 12:13:09 AM,1,0.8,1,N,141,141,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,
1,01/01/2019 12:32:42 AM,01/01/2019 12:58:33 AM,2,3.3,1,N,141,170,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8,
1,01/01/2019 12:06:53 AM,01/01/2019 12:09:46 AM,1,0.7,1,N,142,142,1,4.5,0.5,0.5,1.4,0.0,0.3,7.2,
1,01/01/2019 12:31:40 AM,01/01/2019 12:36:27 AM,1,0.4,1,N,43,161,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
1,01/01/2019 12:38:41 AM,01/01/2019 12:47:22 AM,1,1.8,1,N,161,263,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,
1,01/01/2019 12:48:31 AM,01/01/2019 12:55:42 AM,1,1.6,1,N,263,229,1,7.0,0.5,0.5,4.0,0.0,0.3,12.3,
1,01/01/2019 12:58:48 AM,01/01/2019 01:11:33 AM,1,2.4,1,N,237,236,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,
1,01/01/2019 12:23:26 AM,01/01/2019 12:26:41 AM,1,0.9,1,N,141,229,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
1,01/01/2019 12:45:12 AM,01/01/2019 12:47:47 AM,1,0.4,1,N,137,107,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35,
1,01/01/2019 12:51:16 AM,01/01/2019 12:52:48 AM,3,0.3,1,N,107,79,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,
1,01/01/2019 12:56:39 AM,01/01/2019 01:13:47 AM,1,1.8,1,N,79,164,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,
2,01/01/2019 12:50:42 AM,01/01/2019 01:09:45 AM,1,11.02,1,N,132,92,1,31.0,0.5,0.5,6.46,0.0,0.3,38.76,
2,01/01/2019 12:18:36 AM,01/01/2019 12:22:10 AM,1,0.67,1,N,170,162,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25,
2,01/01/2019 12:23:31 AM,01/01/2019 12:33:45 AM,2,0.85,1,N,162,161,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
2,01/01/2019 12:35:06 AM,01/01/2019 12:56:01 AM,1,1.01,1,N,161,164,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
2,01/01/2019 12:58:44 AM,01/01/2019 01:05:06 AM,1,0.64,1,N,164,170,1,5.5,0.5,0.5,1.02,0.0,0.3,7.82,
2,01/01/2019 12:28:15 AM,01/01/2019 12:52:51 AM,1,15.31,1,N,132,226,2,41.5,0.5,0.5,0.0,0.0,0.3,42.8,
2,01/01/2019 12:53:45 AM,01/01/2019 01:10:48 AM,1,4.44,1,N,226,142,1,16.0,0.5,0.5,5.19,0.0,0.3,22.49,
1,01/01/2019 12:09:20 AM,01/01/2019 12:27:18 AM,2,2.1,1,N,48,229,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,
1,01/01/2019 12:32:07 AM,01/01/2019 12:39:28 AM,2,2.1,1,N,229,262,1,8.5,0.5,0.5,4.0,0.0,0.3,13.8,
1,01/01/2019 12:40:58 AM,01/01/2019 01:02:32 AM,2,4.5,1,N,262,145,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
2,01/01/2019 12:35:09 AM,01/01/2019 12:44:14 AM,2,1.03,1,N,249,125,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
2,01/01/2019 12:25:13 AM,01/01/2019 01:03:38 AM,1,3.42,1,N,142,90,1,23.0,0.5,0.5,4.86,0.0,0.3,29.16,
2,01/01/2019 12:08:47 AM,01/01/2019 12:19:46 AM,1,3.25,1,N,24,140,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,
2,01/01/2019 12:23:29 AM,01/01/2019 12:43:20 AM,1,3.33,1,N,263,48,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56,
2,01/01/2019 12:49:14 AM,01/01/2019 01:06:32 AM,1,3.82,1,N,50,24,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56,
2,01/01/2019 12:29:46 AM,01/01/2019 12:44:06 AM,2,3.34,1,N,234,263,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,
2,01/01/2019 12:50:25 AM,01/01/2019 12:58:33 AM,1,1.6,1,N,237,233,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,
1,01/01/2019 12:03:06 AM,01/01/2019 12:11:51 AM,1,1.0,1,N,249,114,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
1,01/01/2019 12:12:34 AM,01/01/2019 12:45:47 AM,1,1.3,1,N,114,90,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,
1,01/01/2019 12:58:21 AM,01/01/2019 01:16:37 AM,1,2.2,1,N,186,229,1,13.0,0.5,0.5,4.25,0.0,0.3,18.55,
1,01/01/2019 12:24:18 AM,01/01/2019 12:39:54 AM,1,2.1,1,N,79,233,1,11.0,0.5,0.5,3.65,0.0,0.3,15.95,
1,01/01/2019 12:45:58 AM,01/01/2019 12:51:17 AM,2,0.9,1,N,233,137,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
1,01/01/2019 12:52:41 AM,01/01/2019 01:16:24 AM,1,9.1,1,N,137,243,2,27.5,0.5,0.5,0.0,0.0,0.3,28.8,
1,01/01/2019 12:13:51 AM,01/01/2019 12:39:27 AM,2,9.8,1,N,158,14,1,29.5,0.5,0.5,6.25,0.56,0.3,37.61,
1,01/01/2019 12:45:19 AM,01/01/2019 12:55:53 AM,0,1.0,1,N,107,170,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
2,01/01/2019 12:24:24 AM,01/01/2019 12:29:00 AM,2,1.13,1,N,43,75,1,5.5,0.5,0.5,13.2,0.0,0.3,20.0,
2,01/01/2019 12:34:48 AM,01/01/2019 12:46:16 AM,2,2.01,1,N,236,74,1,10.0,0.5,0.5,1.58,0.0,0.3,12.88,
2,01/01/2019 12:47:25 AM,01/01/2019 01:06:26 AM,2,5.98,1,N,74,234,1,20.5,0.5,0.5,4.36,0.0,0.3,26.16,
1,01/01/2019 12:45:19 AM,01/01/2019 01:10:46 AM,2,3.5,1,N,107,143,1,18.0,0.5,0.5,3.85,0.0,0.3,23.15,
2,01/01/2019 12:05:29 AM,01/01/2019 12:15:00 AM,2,1.9,1,N,229,164,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
2,01/01/2019 12:16:21 AM,01/01/2019 12:44:48 AM,3,5.41,1,N,234,41,1,21.5,0.5,0.5,3.0,0.0,0.3,25.8,
1,01/01/2019 12:24:50 AM,01/01/2019 12:54:13 AM,1,5.3,1,N,144,236,1,21.5,0.5,0.5,4.55,0.0,0.3,27.35,
1,01/01/2019 12:59:41 AM,01/01/2019 01:10:23 AM,1,2.0,1,N,236,140,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,
1,01/01/2019 12:11:36 AM,01/01/2019 12:17:59 AM,1,1.1,1,N,237,236,1,6.5,0.5,0.5,2.3,0.0,0.3,10.1,
1,01/01/2019 12:34:41 AM,01/01/2019 12:47:12 AM,1,1.1,1,N,161,170,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,
1,01/01/2019 12:52:18 AM,01/01/2019 01:02:28 AM,1,1.4,1,N,234,161,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,
2,01/01/2019 12:18:38 AM,01/01/2019 12:23:21 AM,1,1.41,1,N,238,41,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
2,01/01/2019 12:31:56 AM,01/01/2019 12:38:25 AM,1,1.58,1,N,166,238,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
2,01/01/2019 12:40:33 AM,01/01/2019 12:47:48 AM,1,1.69,1,N,238,41,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
2,01/01/2019 12:54:30 AM,01/01/2019 01:09:16 AM,1,4.73,1,N,151,243,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
2,01/01/2019 12:19:21 AM,01/01/2019 12:40:33 AM,1,3.13,1,N,142,90,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,
2,01/01/2019 12:47:31 AM,01/01/2019 01:04:10 AM,1,2.07,1,N,90,79,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,
1,01/01/2019 12:15:58 AM,01/01/2019 12:28:01 AM,1,1.1,1,N,90,107,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,
1,01/01/2019 12:32:12 AM,01/01/2019 12:45:17 AM,2,0.9,1,N,170,186,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,
1,01/01/2019 12:47:28 AM,01/01/2019 01:03:24 AM,1,1.9,1,N,186,158,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,
2,01/01/2019 12:48:10 AM,01/01/2019 01:36:58 AM,1,31.57,1,N,138,138,2,82.5,0.5,0.5,0.0,0.0,0.3,83.8,
1,01/01/2019 12:07:13 AM,01/01/2019 12:13:17 AM,1,1.4,1,N,142,237,1,7.0,0.5,0.5,1.5,0.0,0.3,9.8,
1,01/01/2019 12:25:16 AM,01/01/2019 12:38:40 AM,2,2.6,1,N,142,233,1,11.0,0.5,0.5,3.05,0.0,0.3,15.35,
1,01/01/2019 12:40:44 AM,01/01/2019 12:49:00 AM,1,1.4,1,N,233,141,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,
1,01/01/2019 12:51:37 AM,01/01/2019 12:59:24 AM,3,1.4,1,N,141,162,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
1,01/01/2019 12:00:03 AM,01/01/2019 12:04:26 AM,1,0.6,1,N,80,112,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
1,01/01/2019 12:27:19 AM,01/01/2019 12:55:14 AM,1,6.5,1,Y,189,33,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3,
1,01/01/2019 12:56:26 AM,01/01/2019 01:37:50 AM,3,11.7,1,Y,33,95,1,39.5,0.5,0.5,5.0,0.0,0.3,45.8,
1,01/01/2019 12:29:03 AM,01/01/2019 12:41:25 AM,1,2.5,1,N,74,151,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
1,01/01/2019 12:50:58 AM,01/01/2019 01:02:42 AM,1,2.4,1,N,238,152,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,
2,01/01/2019 12:21:05 AM,01/01/2019 12:26:42 AM,4,0.79,1,N,237,229,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
2,01/01/2019 12:40:48 AM,01/01/2019 12:50:57 AM,5,2.49,1,N,163,239,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3,
2,12/31/2018 11:47:46 PM,12/31/2018 11:53:24 PM,1,1.06,1,N,141,229,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
2,01/01/2019 12:40:15 AM,01/01/2019 12:59:33 AM,2,1.95,1,N,234,48,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,
1,01/01/2019 12:23:48 AM,01/01/2019 12:34:16 AM,1,1.0,1,N,161,170,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
1,01/01/2019 12:36:27 AM,01/01/2019 12:50:08 AM,1,3.0,1,N,170,236,1,11.5,0.5,0.5,1.02,0.0,0.3,13.82,
1,01/01/2019 12:53:01 AM,01/01/2019 01:09:51 AM,1,4.6,1,N,237,112,1,16.0,0.5,0.5,3.45,0.0,0.3,20.75,
2,01/01/2019 12:44:34 AM,01/01/2019 01:01:36 AM,1,2.0,1,N,100,141,1,11.5,0.5,0.5,3.84,0.0,0.3,16.64,
2,01/01/2019 12:18:56 AM,01/01/2019 12:26:27 AM,1,1.85,1,N,229,236,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
2,01/01/2019 12:31:03 AM,01/01/2019 12:48:17 AM,1,2.37,1,N,236,164,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,
1,01/01/2019 12:06:28 AM,01/01/2019 12:39:13 AM,1,3.5,1,N,263,48,2,21.5,0.5,0.5,0.0,0.0,0.3,22.8,
1,01/01/2019 12:39:46 AM,01/01/2019 01:06:55 AM,1,5.4,1,N,48,88,1,21.5,0.5,0.5,2.0,0.0,0.3,24.8,
1,01/01/2019 12:34:20 AM,01/01/2019 12:53:19 AM,1,4.2,1,N,181,225,1,16.0,0.5,0.5,2.0,0.0,0.3,19.3,
2,01/01/2019 12:12:52 AM,01/01/2019 12:19:26 AM,1,3.23,1,N,262,224,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
2,01/01/2019 12:38:41 AM,01/01/2019 12:45:17 AM,1,1.4,1,N,162,141,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,
2,01/01/2019 12:50:30 AM,01/01/2019 12:56:16 AM,1,0.88,1,N,263,236,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
