VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,01/01/2019 12:14:41 AM,01/01/2019 12:21:20 AM,1,1.5,1,N,163,237,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
1,01/01/2019 12:22:56 AM,01/01/2019 12:44:40 AM,2,3.6,1,N,237,113,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,
1,01/01/2019 12:47:04 AM,01/01/2019 01:04:59 AM,2,3.6,1,N,113,33,1,14.0,0.5,0.5,3.8,0.0,0.3,19.1,
2,01/01/2019 12:55:40 AM,01/01/2019 01:05:03 AM,1,1.96,1,N,236,229,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,
2,01/01/2019 12:05:27 AM,01/01/2019 12:22:00 AM,5,5.1,1,N,262,148,1,18.5,0.5,0.5,4.95,0.0,0.3,24.75,
2,01/01/2019 12:24:36 AM,01/01/2019 12:29:21 AM,5,0.72,1,N,148,4,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
2,01/01/2019 12:36:10 AM,01/01/2019 12:51:07 AM,5,1.93,1,N,79,186,1,10.5,0.5,0.5,3.54,0.0,0.3,15.34,
2,01/01/2019 12:54:32 AM,01/01/2019 01:03:00 AM,5,0.85,1,N,90,249,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
1,01/01/2019 12:11:52 AM,01/01/2019 12:52:06 AM,2,11.2,1,N,114,95,1,37.5,0.5,0.5,13.35,5.76,0.3,57.91,
1,01/01/2019 12:09:18 AM,01/01/2019 12:25:55 AM,3,2.9,1,N,264,264,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
1,01/01/2019 12:43:45 AM,01/01/2019 12:57:10 AM,2,1.3,1,N,264,264,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
1,01/01/2019 12:59:04 AM,01/01/2019 01:33:29 AM,2,7.0,1,N,264,264,2,27.5,0.5,0.5,0.0,0.0,0.3,28.8,
2,01/01/2019 12:33:51 AM,01/01/2019 12:56:01 AM,3,14.87,1,N,132,226,1,40.0,0.5,0.5,8.26,0.0,0.3,49.56,
2,01/01/2019 12:53:06 AM,01/01/2019 12:59:22 AM,1,0.79,1,N,161,233,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
2,01/01/2019 12:11:29 AM,01/01/2019 12:18:32 AM,1,1.7,1,N,43,238,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
2,01/01/2019 12:21:05 AM,01/01/2019 12:50:55 AM,1,3.78,1,N,238,68,1,20.0,0.5,0.5,3.2,0.0,0.3,24.5,
2,01/01/2019 12:05:46 AM,01/01/2019 12:13:00 AM,1,1.25,1,N,236,141,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
2,01/01/2019 12:20:04 AM,01/01/2019 12:28:41 AM,1,1.93,1,N,236,229,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
2,01/01/2019 12:34:19 AM,01/01/2019 12:41:52 AM,1,1.13,1,N,229,162,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
1,01/01/2019 12:26:30 AM,01/01/2019 12:48:03 AM,1,2.3,1,N,246,107,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,
1,01/01/2019 12:50:04 AM,01/01/2019 01:01:10 AM,1,1.5,1,N,79,232,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
2,01/01/2019 12:22:15 AM,01/01/2019 12:59:59 AM,1,3.19,1,N,142,164,2,22.0,0.5,0.5,0.0,0.0,0.3,23.3,
2,01/01/2019 12:13:49 AM,01/01/2019 12:31:09 AM,1,3.93,1,N,233,238,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,
2,01/01/2019 12:37:36 AM,01/01/2019 12:42:56 AM,1,1.04,1,N,238,239,1,5.5,0.5,0.5,0.68,0.0,0.3,9.43,
2,01/01/2019 12:44:03 AM,01/01/2019 01:00:19 AM,1,2.65,1,N,239,162,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
1,01/01/2019 12:18:17 AM,01/01/2019 12:45:26 AM,4,5.4,1,N,113,181,2,22.0,0.5,0.5,0.0,0.0,0.3,23.3,
1,01/01/2019 12:45:51 AM,01/01/2019 12:51:34 AM,4,0.8,1,N,181,257,3,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
2,01/01/2019 12:16:25 AM,01/01/2019 12:43:29 AM,2,4.85,1,N,236,114,1,20.0,0.5,0.5,6.39,0.0,0.3,27.69,
2,01/01/2019 12:44:26 AM,01/01/2019 12:45:29 AM,3,0.13,1,N,114,79,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,
2,01/01/2019 12:45:40 AM,01/01/2019 12:48:06 AM,2,0.49,1,N,79,79,1,4.0,0.5,0.5,1.59,0.0,0.3,6.89,
2,01/01/2019 12:49:06 AM,01/01/2019 12:51:30 AM,2,0.32,1,N,79,107,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,
2,01/01/2019 12:51:57 AM,01/01/2019 01:01:24 AM,2,1.68,1,N,107,186,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,
2,01/01/2019 12:52:30 AM,01/01/2019 01:05:31 AM,1,5.01,1,N,132,216,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,
2,01/01/2019 12:25:14 AM,01/01/2019 12:35:08 AM,1,3.67,1,N,132,218,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
2,01/01/2019 12:20:04 AM,01/01/2019 12:46:00 AM,1,1.14,1,N,249,90,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
2,01/01/2019 12:46:45 AM,01/01/2019 12:54:51 AM,1,0.7,1,N,90,249,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
2,01/01/2019 12:08:27 AM,01/01/2019 12:32:36 AM,3,12.18,1,N,132,129,2,35.5,0.5,0.5,0.0,0.0,0.3,36.8,
2,01/01/2019 12:14:04 AM,01/01/2019 12:16:43 AM,1,0.5,1,N,107,107,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,
2,01/01/2019 12:42:52 AM,01/01/2019 12:46:25 AM,1,0.99,1,N,141,263,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
2,01/01/2019 12:48:56 AM,01/01/2019 12:52:30 AM,1,0.85,1,N,262,75,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
1,01/01/2019 12:14:48 AM,01/01/2019 12:19:13 AM,1,0.9,1,N,238,24,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
1,01/01/2019 12:23:30 AM,01/01/2019 12:30:05 AM,1,1.3,1,N,24,238,1,7.0,0.5,0.5,1.25,0.0,0.3,9.55,
1,01/01/2019 12:34:08 AM,01/01/2019 12:43:38 AM,1,1.4,1,N,239,238,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
1,01/01/2019 12:52:41 AM,01/01/2019 01:11:21 AM,1,7.6,1,N,238,247,1,23.0,0.5,0.5,4.85,0.0,0.3,29.15,
1,01/01/2019 12:16:43 AM,01/01/2019 12:21:20 AM,1,1.8,1,N,126,213,3,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
1,01/01/2019 12:37:54 AM,01/01/2019 12:56:41 AM,2,5.7,1,N,263,223,2,19.0,0.5,0.5,0.0,0.0,0.3,20.3,
1,01/01/2019 12:23:50 AM,01/01/2019 12:30:48 AM,1,0.9,1,N,107,170,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,
1,01/01/2019 12:37:55 AM,01/01/2019 12:54:09 AM,1,4.3,1,N,229,112,1,15.5,0.5,0.5,3.35,0.0,0.3,20.15,
1,01/01/2019 12:18:03 AM,01/01/2019 12:50:26 AM,1,7.5,1,N,159,18,2,27.5,0.5,0.5,0.0,0.0,0.3,28.8,
1,01/01/2019 12:36:46 AM,01/01/2019 12:56:09 AM,1,2.8,1,N,141,50,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3,
1,01/01/2019 12:58:41 AM,01/01/2019 01:05:14 AM,1,1.7,1,N,50,239,1,7.5,0.5,0.5,1.7,0.0,0.3,10.5,
1,01/01/2019 12:01:43 AM,01/01/2019 12:12:29 AM,1,2.4,1,N,41,42,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
1,01/01/2019 12:15:25 AM,01/01/2019 12:23:15 AM,1,1.5,1,N,244,152,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
1,01/01/2019 12:26:29 AM,01/01/2019 12:32:13 AM,1,1.2,1,N,166,151,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
1,01/01/2019 12:36:10 AM,01/01/2019 12:45:45 AM,2,1.7,1,N,238,263,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,
1,01/01/2019 12:49:44 AM,01/01/2019 01:07:18 AM,2,3.5,1,N,263,164,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,
2,01/01/2019 12:27:10 AM,01/01/2019 12:59:43 AM,6,4.9,1,N,164,41,1,22.5,0.5,0.5,4.76,0.0,0.3,28.56,
1,01/01/2019 12:00:47 AM,01/01/2019 12:13:07 AM,1,1.1,1,N,140,237,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
1,01/01/2019 12:25:54 AM,01/01/2019 12:36:26 AM,3,1.3,1,N,142,163,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
1,01/01/2019 12:51:45 AM,01/01/2019 01:02:28 AM,2,1.8,1,N,142,238,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,
1,01/01/2019 12:50:13 AM,01/01/2019 12:59:40 AM,2,1.1,1,N,148,114,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,
2,01/01/2019 12:16:59 AM,01/01/2019 12:20:06 AM,1,0.36,1,N,239,239,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
2,01/01/2019 12:22:25 AM,01/01/2019 12:27:25 AM,1,0.76,1,N,238,151,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
2,01/01/2019 12:34:30 AM,01/01/2019 12:54:06 AM,1,2.89,1,N,239,68,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8,
2,01/01/2019 12:10:32 AM,01/01/2019 12:17:25 AM,1,1.04,1,N,140,229,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
2,01/01/2019 12:39:56 AM,01/01/2019 12:50:01 AM,1,1.5,1,N,161,43,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
1,01/01/2019 12:21:12 AM,01/01/2019 12:26:46 AM,1,1.9,1,N,243,243,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
1,01/01/2019 12:54:27 AM,01/01/2019 01:15:47 AM,2,3.7,1,N,48,263,1,16.0,0.5,0.5,3.45,0.0,0.3,20.75,
2,01/01/2019 12:04:03 AM,01/01/2019 12:11:48 AM,1,3.01,1,N,137,262,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,
2,01/01/2019 12:14:10 AM,01/01/2019 12:15:57 AM,1,0.46,1,N,140,141,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0,
2,01/01/2019 12:51:03 AM,01/01/2019 01:11:43 AM,1,3.47,1,N,170,262,1,15.5,0.5,0.5,3.02,0.0,0.3,19.82,
1,01/01/2019 12:34:36 AM,01/01/2019 12:54:25 AM,3,0.6,1,N,161,170,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,
1,01/01/2019 12:57:18 AM,01/01/2019 01:08:41 AM,1,1.7,1,N,164,158,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,
2,01/01/2019 12:12:29 AM,01/01/2019 12:30:34 AM,1,3.89,1,N,13,48,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
2,01/01/2019 12:34:55 AM,01/01/2019 12:47:05 AM,1,2.78,1,N,48,239,1,12.0,0.5,0.5,1.7,0.0,0.3,15.0,
2,01/01/2019 12:50:08 AM,01/01/2019 12:57:32 AM,1,1.48,1,N,239,151,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
2,01/01/2019 12:10:23 AM,01/01/2019 12:22:12 AM,2,3.57,1,N,164,263,1,12.5,0.5,0.5,1.0,0.0,0.3,14.8,
2,01/01/2019 12:26:29 AM,01/01/2019 12:32:06 AM,1,1.31,1,N,141,233,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,
2,01/01/2019 12:51:24 AM,01/01/2019 12:56:13 AM,4,0.74,1,N,170,233,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3,
1,01/01/2019 12:34:25 AM,01/01/2019 01:06:44 AM,1,10.8,1,N,238,52,1,33.5,0.5,0.5,8.65,0.0,0.3,43.45,
1,01/01/2019 12:03:25 AM,01/01/2019 12:23:50 AM,1,3.6,1,N,163,79,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8,
1,01/01/2019 12:29:36 AM,01/01/2019 12:36:21 AM,1,1.1,1,N,79,137,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,
1,01/01/2019 12:38:46 AM,01/01/2019 12:44:37 AM,1,0.8,1,N,170,233,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
1,01/01/2019 12:57:16 AM,01/01/2019 01:02:40 AM,1,0.9,1,N,107,79,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
1,01/01/2019 12:03:25 AM,01/01/2019 12:10:52 AM,1,0.8,1,N,74,74,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,
1,01/01/2019 12:16:58 AM,01/01/2019 12:22:52 AM,1,1.2,1,N,236,238,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,
1,01/01/2019 12:29:30 AM,01/01/2019 12:32:57 AM,2,0.8,1,N,142,239,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
1,01/01/2019 12:35:01 AM,01/01/2019 12:37:21 AM,1,0.3,1,Y,239,239,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
1,01/01/2019 12:39:37 AM,01/01/2019 12:46:33 AM,2,0.7,1,N,239,142,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,
1,01/01/2019 12:47:34 AM,01/01/2019 01:00:41 AM,1,2.2,1,N,142,229,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,
2,01/01/2019 12:28:43 AM,01/01/2019 12:43:47 AM,1,1.4,1,N,170,68,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,
2,01/01/2019 12:51:24 AM,01/01/2019 01:14:16 AM,1,4.97,1,N,234,80,1,19.5,0.5,0.5,4.16,0.0,0.3,24.96,
1,01/01/2019 12:41:04 AM,01/01/2019 01:05:54 AM,1,5.6,1,N,125,263,1,20.5,0.5,0.5,3.0,0.0,0.3,24.8,
1,01/01/2019 12:11:13 AM,01/01/2019 12:12:47 AM,3,0.4,1,N,263,263,1,3.5,0.5,0.5,2.0,0.0,0.3,6.8,
1,01/01/2019 12:21:41 AM,01/01/2019 12:26:23 AM,1,1.1,1,N,141,236,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,
1,01/01/2019 12:31:39 AM,01/01/2019 12:39:52 AM,4,1.4,1,N,236,237,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,
1,01/01/2019 12:42:36 AM,01/01/2019 01:03:38 AM,2,1.0,1,N,163,100,1,13.0,0.5,0.5,3.0,0.0,0.3,17.3,
1,01/01/2019 12:31:10 AM,01/01/2019 12:59:22 AM,1,17.9,2,N,132,229,1,52.0,0.0,0.5,8.0,5.76,0.3,66.56,
1,01/01/2019 12:16:58 AM,01/01/2019 12:19:15 AM,1,0.4,1,N,143,239,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35,
1,01/01/2019 12:21:43 AM,01/01/2019 12:30:46 AM,1,1.7,1,N,239,151,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
1,01/01/2019 12:34:39 AM,01/01/2019 12:36:49 AM,1,0.5,1,N,151,238,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,
1,01/01/2019 12:42:28 AM,01/01/2019 12:56:18 AM,1,2.3,1,N,239,141,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35,
1,01/01/2019 12:48:02 AM,01/01/2019 12:57:20 AM,1,1.0,1,N,161,170,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
1,01/01/2019 12:59:03 AM,01/01/2019 01:14:45 AM,1,1.9,1,N,170,79,1,11.0,0.5,0.5,10.0,0.0,0.3,22.3,
2,01/01/2019 12:33:21 AM,01/01/2019 12:43:58 AM,1,1.97,1,N,211,164,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,
2,01/01/2019 12:53:31 AM,01/01/2019 01:11:32 AM,1,4.34,1,N,113,263,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,
2,01/01/2019 12:32:56 AM,01/01/2019 12:44:35 AM,1,1.73,1,N,50,246,1,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
2,01/01/2019 12:46:16 AM,01/01/2019 01:05:05 AM,1,2.9,1,N,246,144,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76,
2,01/01/2019 12:01:07 AM,01/01/2019 12:10:50 AM,1,1.93,1,N,137,229,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
2,01/01/2019 12:18:25 AM,01/01/2019 12:35:30 AM,1,3.4,1,N,137,141,1,14.0,0.5,0.5,2.3,0.0,0.3,17.6,
2,01/01/2019 12:38:08 AM,01/01/2019 12:41:07 AM,1,0.89,1,N,141,263,1,4.5,0.5,0.5,0.58,0.0,0.3,6.38,
2,01/01/2019 12:52:52 AM,01/01/2019 12:55:56 AM,1,0.75,1,N,236,43,1,4.5,0.5,0.5,1.45,0.0,0.3,7.25,
1,01/01/2019 12:11:59 AM,01/01/2019 12:23:31 AM,1,0.8,1,N,170,161,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,
1,01/01/2019 12:24:29 AM,01/01/2019 12:40:16 AM,1,0.4,1,N,161,161,1,10.0,0.5,0.5,3.35,0.0,0.3,14.65,
1,01/01/2019 12:42:45 AM,01/01/2019 12:44:12 AM,1,0.0,1,N,161,161,3,3.0,0.5,0.5,0.0,0.0,0.3,4.3,
1,01/01/2019 12:47:00 AM,01/01/2019 01:06:22 AM,2,6.9,1,N,170,129,1,23.0,0.5,0.5,5.0,5.76,0.3,35.06,
1,01/01/2019 12:43:38 AM,01/01/2019 01:05:04 AM,2,4.9,1,N,50,13,1,18.5,0.5,0.5,4.95,0.0,0.3,24.75,
1,01/01/2019 12:12:42 AM,01/01/2019 01:06:39 AM,1,9.0,1,N,48,36,2,37.0,0.5,0.5,0.0,0.0,0.3,38.3,
1,01/01/2019 12:28:34 AM,01/01/2019 12:39:03 AM,1,2.0,1,N,229,224,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,
1,01/01/2019 12:40:13 AM,01/01/2019 01:00:50 AM,1,1.7,1,N,224,68,1,13.0,0.5,0.5,4.25,0.0,0.3,18.55,
2,01/01/2019 12:32:50 AM,01/01/2019 12:50:02 AM,1,5.36,1,N,79,261,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
2,01/01/2019 12:53:59 AM,01/01/2019 01:23:53 AM,1,9.43,1,N,261,202,1,29.5,0.5,0.5,6.16,0.0,0.3,36.96,
1,01/01/2019 12:10:05 AM,01/01/2019 12:13:25 AM,2,0.4,1,N,249,249,1,4.0,0.5,0.5,1.05,0.0,0.3,6.35,
1,01/01/2019 12:18:15 AM,01/01/2019 12:27:49 AM,1,0.4,1,N,90,68,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
1,01/01/2019 12:29:19 AM,01/01/2019 12:35:39 AM,1,0.9,1,N,68,68,1,6.0,0.5,0.5,1.8,0.0,0.3,9.1,
1,01/01/2019 12:41:08 AM,01/01/2019 01:00:19 AM,2,2.1,1,N,186,48,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15,
2,01/01/2019 12:04:19 AM,01/01/2019 12:19:29 AM,6,3.15,1,N,232,162,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,
2,01/01/2019 12:25:59 AM,01/01/2019 12:45:13 AM,6,4.01,1,N,161,74,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,
2,01/01/2019 12:51:30 AM,01/01/2019 01:26:34 AM,6,16.71,1,N,262,16,1,47.0,0.5,0.5,0.0,0.0,0.3,48.3,
1,01/01/2019 12:09:35 AM,01/01/2019 12:14:17 AM,1,1.6,1,N,263,74,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,
1,01/01/2019 12:17:15 AM,01/01/2019 12:51:20 AM,3,15.1,1,N,75,188,3,42.5,0.5,0.5,0.0,5.76,0.3,49.56,
2,01/01/2019 12:18:51 AM,01/01/2019 12:35:45 AM,3,1.88,1,N,43,48,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,
2,01/01/2019 12:38:07 AM,01/01/2019 01:12:11 AM,2,5.83,1,N,48,33,1,24.5,0.5,0.5,3.87,0.0,0.3,29.67,
1,01/01/2019 12:19:42 AM,01/01/2019 12:30:54 AM,2,1.3,1,N,148,107,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,
1,01/01/2019 12:40:17 AM,01/01/2019 12:45:33 AM,4,0.5,1,N,107,234,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
1,01/01/2019 12:46:41 AM,01/01/2019 01:01:23 AM,4,1.8,1,N,234,4,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,
2,01/01/2019 12:17:33 AM,01/01/2019 12:36:18 AM,4,5.17,1,N,161,209,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
2,01/01/2019 12:37:38 AM,01/01/2019 12:52:13 AM,4,5.99,1,N,209,233,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8,
2,01/01/2019 12:56:22 AM,01/01/2019 01:15:41 AM,1,3.14,1,N,234,88,1,14.5,0.5,0.5,2.0,0.0,0.3,17.8,
1,01/01/2019 12:28:14 AM,01/01/2019 12:42:43 AM,1,1.7,1,N,113,186,1,10.5,0.5,0.5,2.5,0.0,0.3,14.3,
1,01/01/2019 12:43:49 AM,01/01/2019 12:55:11 AM,1,1.7,1,N,186,113,3,9.0,0.5,0.5,0.0,0.0,0.3,10.3,
2,01/01/2019 12:05:38 AM,01/01/2019 12:13:16 AM,5,1.41,1,N,239,236,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,
2,01/01/2019 12:17:37 AM,01/01/2019 12:20:17 AM,5,1.23,1,N,236,74,1,5.5,0.5,0.5,1.7,0.0,0.3,8.5,
2,01/01/2019 12:26:12 AM,01/01/2019 12:35:43 AM,5,1.84,1,N,263,239,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3,
2,01/01/2019 12:38:52 AM,01/01/2019 01:07:48 AM,5,9.91,1,N,239,25,1,31.0,0.5,0.5,8.08,0.0,0.3,40.38,
2,01/01/2019 12:43:21 AM,01/01/2019 12:57:19 AM,1,1.87,1,N,90,90,1,10.0,0.5,0.5,10.0,0.0,0.3,21.3,
2,01/01/2019 12:05:04 AM,01/01/2019 12:08:43 AM,1,0.64,1,N,75,75,1,4.5,0.5,0.5,1.74,0.0,0.3,7.54,
2,01/01/2019 12:15:58 AM,01/01/2019 12:18:58 AM,1,0.59,1,N,236,237,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,
2,01/01/2019 12:41:00 AM,01/01/2019 12:54:56 AM,1,3.93,1,N,141,166,1,13.5,0.5,0.5,1.48,0.0,0.3,18.23,
1,01/01/2019 12:32:39 AM,01/01/2019 12:41:16 AM,1,1.3,1,N,161,141,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,
1,01/01/2019 12:45:32 AM,01/01/2019 12:47:25 AM,1,0.5,1,N,141,162,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,
1,01/01/2019 12:50:30 AM,01/01/2019 12:55:41 AM,2,1.1,1,N,229,170,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,
2,12/31/2018 11:56:19 PM,01/01/2019 12:53:44 AM,2,19.3,1,N,48,265,2,61.0,0.5,0.5,0.0,5.76,0.3,68.06,
1,01/01/2019 12:24:03 AM,01/01/2019 12:38:59 AM,3,1.8,1,N,163,140,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,
1,01/01/2019 12:44:06 AM,01/01/2019 12:45:31 AM,2,0.4,1,N,141,141,1,3.5,0.5,0.5,0.95,0.0,0.3,5.75,
1,01/01/2019 12:51:25 AM,01/01/2019 01:07:45 AM,2,2.6,1,N,263,48,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,
2,01/01/2019 12:08:57 AM,01/01/2019 12:19:22 AM,1,1.58,1,N,148,107,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,
2,01/01/2019 12:21:16 AM,01/01/2019 12:37:29 AM,1,1.15,1,N,107,68,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,
2,01/01/2019 12:30:39 AM,01/01/2019 12:51:17 AM,1,7.15,1,N,148,82,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3,
2,01/01/2019 12:36:20 AM,01/01/2019 01:09:55 AM,1,6.05,1,N,249,236,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3,
2,12/31/2018 11:56:54 PM,01/01/2019 12:01:55 AM,1,0.64,1,N,170,170,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,
2,01/01/2019 12:16:06 AM,01/01/2019 12:20:00 AM,1,0.86,1,N,229,141,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,
2,01/01/2019 12:25:32 AM,01/01/2019 12:46:25 AM,1,3.59,1,N,140,151,1,16.0,0.5,0.5,3.46,0.0,0.3,22.71,
2,01/01/2019 12:47:39 AM,01/01/2019 12:52:46 AM,1,0.74,1,N,151,238,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,
2,01/01/2019 12:55:38 AM,01/01/2019 01:08:59 AM,1,1.99,1,N,239,263,1,10.5,0.5,0.5,3.54,0.0,0.3,15.34,
2,01/01/2019 12:30:25 AM,01/01/2019 12:43:08 AM,1,1.73,1,N,114,164,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,
2,01/01/2019 12:52:42 AM,01/01/2019 01:00:35 AM,1,0.96,1,N,186,246,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,
1,01/01/2019 12:07:39 AM,01/01/2019 12:15:54 AM,1,1.3,1,N,237,262,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,
1,01/01/2019 12:16:24 AM,01/01/2019 12:23:52 AM,1,1.1,1,N,262,140,1,6.0,0.5,0.5,1.8,0.0,0.3,9.1,
1,01/01/2019 12:25:51 AM,01/01/2019 12:31:52 AM,1,1.0,1,N,140,262,1,5.5,0.5,0.5,1.02,0.0,0.3,7.82,
1,01/01/2019 12:57:36 AM,01/01/2019 01:03:44 AM,1,1.1,1,N,239,151,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,
1,01/01/2019 12:16:14 AM,01/01/2019 12:52:40 AM,2,5.0,1,N,144,142,1,24.5,0.5,0.5,5.15,0.0,0.3,30.95,
1,01/01/2019 12:57:39 AM,01/01/2019 01:25:07 AM,2,4.3,1,N,142,249,1,19.0,0.5,0.5,4.05,0.0,0.3,24.35,
1,01/01/2019 12:10:27 AM,01/01/2019 12:17:35 AM,1,2.0,1,N,140,233,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,
1,01/01/2019 12:33:41 AM,01/01/2019 12:51:41 AM,1,3.5,1,N,237,224,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,
